Record_type,LIN,SUBLIN,NSN,PBIC,TAC,ERC,ECS,UIC,NSN Nomenclature,REQ,AUTH,OH,DI,DOCUMENT NO,SC,ESD,UI,UP,RICC,ECC,LCC,CIIC,AAC,ABA,SER|DETECT SN|REG|LOT|SYS NO
S,70210N,,7010015006979,9,3,,,W8RHAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYPPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8RHAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYWMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8RHAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZ7MKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8RHAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZ9NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8RHAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZCMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8RHAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZJNKN1|~|~|~|~
S,70210N,,701001C092115,9,3,,,W8RHAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,3,0,,,,EA,1582,0,JX,R,U,,2,6MXQ7G1|~|~|~|~
S,70210N,,701001C092115,9,3,,,W8RHAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,1582,0,JX,R,U,,2,C0NL7G1|~|~|~|~
S,70210N,,701001C092115,9,3,,,W8RHAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,1582,0,JX,R,U,,2,FF3Z6G1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8RHAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,1,0,,,,EA,2000,0,JY,R,U,,2,GLSJ1L1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8RHAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,1,0,,,,EA,2481.66,0,JY,R,U,,2,71VJWV1|~|~|~|~
S,70210N,,702501C061106,9,3,,,W8RHAA,"COMPUTER, MICRO LAP-TOP PORTABLE AC: TC",0,0,1,0,,,,SE,12481.53,0,JY,R,U,,2,6LTYA26096|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,10,7,0,,,,EA,1827.15,0,JY,R,U,,2,6QXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,CV9VQL1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVHNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWDQKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWFPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYLNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GYTPKN1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,1,0,,,,EA,1102.23,0,JY,R,U,,2,757CKH1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,10021R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T801,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,10101R1|~|~|~|~
S,70210N,,702501C061106,9,3,,,W8T801,"COMPUTER, MICRO LAP-TOP PORTABLE AC: TC",0,0,1,0,,,,SE,12481.53,0,JY,R,U,,2,MEK54F|~|~|~|TCMAX
S,70210N,,7010015006979,9,3,,,W8T802,"COMPUTER SYSTEM,DIGITAL",0,3,4,0,,,,EA,1827.15,0,JY,R,U,,2,7N7MKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T802,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7N7PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T802,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7Q8NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T802,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXSNKN1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T802,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,106Z0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T802,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,10701R1|~|~|~|~
S,70210N,,702101C019065,9,3,,,W8T802,"COMPUTER, MICRO LAP-TOP PORTABLE AC: PP1",0,0,1,0,,,,EA,968,0,JY,R,U,,2,8L17P81|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,11,9,0,,,,EA,1827.15,0,JY,R,U,,2,13QR2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,24CJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,34QR2L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TTHDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5V0JDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5V1JDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5W3KDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXQNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXTNKN1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,1,0,,,,EA,1102.23,0,JY,R,U,,2,FTTNRF1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,107Y0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T803,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,12ZY0R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,8,6,0,,,,EA,1827.15,0,JY,R,U,,2,4MZS1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,4N0M1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,4QXQPJ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6N58TR1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7V6W1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GZ5MKN1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,165Y0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T804,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,16621R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,11,7,0,,,,EA,1827.15,0,JY,R,U,,2,5S8LDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5SCLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5SFJDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5SGLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5SHLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T1KDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,FW2JKK1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,3,0,,,,EA,1102.23,0,JY,R,U,,2,89JBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,B8JBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,H5HBKH1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,16831R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T805,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,16T01R1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8T805,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,2,0,,,,EA,2481.66,0,JY,R,U,,2,95XHBY1|~|~|~|~
S,70210N,,702101C173477,9,3,,,W8T805,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,96JKBY1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,13,8,0,,,,EA,1827.15,0,JY,R,U,,2,5WHLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,6W1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,FMGNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWPMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWQMKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWVNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWZNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXYNKN1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,16WY0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T806,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,18T21R1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8T806,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,1,0,,,,EA,2000,0,JY,R,U,,2,JSXQPJ1|~|~|~|~
S,70210N,,702101J001111,9,3,,,W8T806,"COMPUTER, DELL LAP-TOP D830",0,0,4,0,,,,EA,1200,0,JY,R,U,,2,397CKH1|~|~|~|~
S,70210N,,702101J001111,9,3,,,W8T806,"COMPUTER, DELL LAP-TOP D830",0,0,0,0,,,,EA,1200,0,JY,R,U,,2,3RGBKH1|~|~|~|~
S,70210N,,702101J001111,9,3,,,W8T806,"COMPUTER, DELL LAP-TOP D830",0,0,0,0,,,,EA,1200,0,JY,R,U,,2,GMGBKH1|~|~|~|~
S,70210N,,702101J001111,9,3,,,W8T806,"COMPUTER, DELL LAP-TOP D830",0,0,0,0,,,,EA,1200,0,JY,R,U,,2,GSTNRF1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,13,8,0,,,,EA,1827.15,0,JY,R,U,,2,4Z1J1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5SBKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TSKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TTJDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TXJDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5TZKDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,62PLDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,62QJDQ1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,1,0,,,,EA,1102.23,0,JY,R,U,,2,95RBKH1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,1HL11R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T807,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,1HN01R1|~|~|~|~
S,70210N,,702101C019065,9,3,,,W8T807,"COMPUTER, MICRO LAP-TOP PORTABLE AC: PP1",0,0,1,0,,,,EA,968,0,JY,R,U,,2,1LD7P81|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8T807,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,1,0,,,,EA,2000,0,JY,R,U,,2,3M93VK1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,16,4,0,,,,EA,1827.15,0,JY,R,U,,2,GWNPKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWPNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY0PKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY2QKN1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,8,0,,,,EA,1102.23,0,JY,R,U,,2,297CKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,2MKBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,2PRJZF1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,48BL1J1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,7W7W5H1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,B8BL1J1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,BMGBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,GLGBKH1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,9XCZ0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T808,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,9XNY0R1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8T808,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,2,0,,,,EA,2000,0,JY,R,U,,2,2W1J1L1|~|~|~|~
S,70210N,,702101C105255,9,3,,,W8T808,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,0,0,,,,EA,2000,0,JY,R,U,,2,56W93L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,7,4,0,,,,EA,1827.15,0,JY,R,U,,2,4N9T1R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GWNNKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY2NKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GY2PKN1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1102.23,0,JY,R,U,,2,2NGBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,GLKBKH1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,9XPX0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T809,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,B0R31R1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8T810,"COMPUTER SYSTEM,DIGITAL",0,4,1,0,,,,EA,1827.15,0,JY,R,U,,2,GY4QKN1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T810,"COMPUTER SYSTEM,DIGITAL",0,0,3,0,,,,EA,1102.23,0,JY,R,U,,2,B1Z1YF1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T810,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,BNGBKH1|~|~|~|~
S,70210N,,7010015627989,9,3,,,W8T810,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1102.23,0,JY,R,U,,2,DRGBKH1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T810,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,B0VZ0R1|~|~|~|~
S,70210N,,7010015988377,9,3,,,W8T810,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,B16Y0R1|~|~|~|~
S,70210N,,7010015006979,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,6,0,,,,EA,1827.15,0,JY,R,U,,2,4NPP1R1|~|~|~|~
S,70210N,,7010015006979,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5S8JDQ1|~|~|~|~
S,70210N,,7010015006979,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T8KDQ1|~|~|~|~
S,70210N,,7010015006979,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,7PJNKN1|~|~|~|~
S,70210N,,7010015006979,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GVSPKN1|~|~|~|~
S,70210N,,7010015006979,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,GXZNKN1|~|~|~|~
S,70210N,,7010015627989,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,1,0,,,,EA,1102.23,0,JY,R,U,,2,7PRJZF1|~|~|~|~
,70210N,,7010015657490,9,C,,,W8T8PB,"COMPUTER,DIGITAL",0,0,0,1,W908SU51320100,,,EA,3853,0,JY,R,U,,Q,
,70210N,,7010015657490,9,C,,,W8T8PB,"COMPUTER,DIGITAL",0,0,0,4,W908SU51320101,,,EA,3853,0,JY,R,U,,Q,
S,70210N,,7010015988377,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,2,0,,,,EA,1237,2,JY,R,J,,P,16521R1|~|~|~|~
S,70210N,,7010015988377,9,C,,,W8T8PB,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1237,2,JY,R,J,,P,1H501R1|~|~|~|~
S,70210N,,702101C105255,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: 650",0,0,1,0,,,,EA,2000,0,JY,R,U,,2,F5HJ1L1|~|~|~|~
S,70210N,,702101C173477,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,6,0,,,,EA,2481.66,0,JY,R,U,,2,712LWV1|~|~|~|~
S,70210N,,702101C173477,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,72PJWV1|~|~|~|~
S,70210N,,702101C173477,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,75KLWV1|~|~|~|~
S,70210N,,702101C173477,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,951JBY1|~|~|~|~
S,70210N,,702101C173477,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,95SJBY1|~|~|~|~
S,70210N,,702101C173477,9,C,,,W8T8PB,"COMPUTER, MICRO LAP-TOP PORTABLE AC: LAT",0,0,0,0,,,,EA,2481.66,0,JY,R,U,,2,960LBY1|~|~|~|~
S,70210N,,702101C932402,9,C,,,W8T8PB,"LAPTOP, DELL LATITUDE E6510 TAA",0,0,1,0,,,,EA,1239,0,JX,R,U,,2,GZ5MKN1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,66,26,0,,,,EA,1827.15,0,JY,R,U,,2,3QDJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,4L9B1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,4W8B1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,56HJ1L1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T4LDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T8JDQ1|~|~|~|~
S,70210N,,7010015006979,9,3,,,W8XYAA,"COMPUTER SYSTEM,DIGITAL",0,0,0,0,,,,EA,1827.15,0,JY,R,U,,2,5T9LDQ1|~|~|~|~
